nom,dci,dosage,forme,presentation,laboratoire,classe_therapeutique,type_produit,statut_commercialisation,statut_amm,ppv,ph,pfht,tva,code_cnops,prix_base_remboursement_cnops,taux_remboursement_cnops,source
VILDUS,VILDAGLIPTINE,50 MG,COMPRIME,BOITE DE 30,AFRIC PHAR,ENDOCRINOLOGIE-METABOLISME,GN,Non Commercialisé,AMM ENREGISTREE,98.3,61.5,58.54,0.0,,,,ammps
VILDUS,VILDAGLIPTINE,51 MG,COMPRIME,BOITE DE 60,AFRIC PHAR,ENDOCRINOLOGIE-METABOLISME,GN,Non Commercialisé,AMM ENREGISTREE,175.6,109.8,104.55,0.0,,,,ammps
VILGAD,VILDAGLIPTINE,50 MG,COMPRIMES,BOITE DE 30,PHI,ENDOCRINOLOGIE-METABOLISME,GN,Commercialisé,AMM ENREGISTREE,139.4,87.1,82.97,0.0,,,,ammps
VILGAD,VILDAGLIPTINE,50 MG,COMPRIMES,BOITE DE 60,PHI,ENDOCRINOLOGIE-METABOLISME,GN,Commercialisé,AMM ENREGISTREE,248.0,155.6,148.17,0.0,,,,ammps
VILGAD MET,VILDAGLIPTINE // METFORMINE (HYDROCHLORIDE),50 MG / 1000 MG,COMPRIMES PELLICULES,BOITE DE 30,PHI,ENDOCRINOLOGIE-METABOLISME,GN,Non Commercialisé,AMM ENREGISTREE,139.0,86.9,82.74,0.0,,,,ammps
VILGAD MET,VILDAGLIPTINE // METFORMINE (HYDROCHLORIDE),50 MG / 1000 MG,COMPRIMES PELLICULES,BOITE DE 60,PHI,ENDOCRINOLOGIE-METABOLISME,GN,Non Commercialisé,AMM ENREGISTREE,248.0,155.0,147.62,0.0,,,,ammps
VILGAD MET,VILDAGLIPTINE // METFORMINE (HYDROCHLORIDE),50 MG / 850 MG,COMPRIMES PELLICULES,BOITE DE 30,PHI,ENDOCRINOLOGIE-METABOLISME,GN,Non Commercialisé,AMM ENREGISTREE,139.0,86.9,82.74,0.0,,,,ammps
VILGAD MET,VILDAGLIPTINE // METFORMINE (HYDROCHLORIDE),50 MG / 850 MG,COMPRIMES PELLICULES,BOITE DE 60,PHI,ENDOCRINOLOGIE-METABOLISME,GN,Non Commercialisé,AMM ENREGISTREE,248.0,155.0,147.62,0.0,,,,ammps
VIMAX,SILDENAFIL,100 MG,COMPRIME A CROQUER,BOITE DE 1,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,43.0,26.9,25.59,0.0,,,,ammps
VIMAX,SILDENAFIL,100 MG,COMPRIME A CROQUER,BOITE DE 2,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,75.7,47.3,45.06,0.0,,,,ammps
VIMAX,SILDENAFIL,100 MG,COMPRIME A CROQUER,BOITE DE 4,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,129.0,80.6,76.77,0.0,,,,ammps
VIMAX,SILDENAFIL,100 MG,COMPRIME PELLICULE SECABLE,BOITE DE 1,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,15.9,9.9,9.46,0.0,,,,ammps
VIMAX,SILDENAFIL,100 MG,COMPRIME PELLICULE SECABLE,BOITE DE 2,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,28.0,17.5,16.69,0.0,,,,ammps
VIMAX,SILDENAFIL,100 MG,COMPRIME PELLICULE SECABLE,BOITE DE 4,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,43.0,26.9,25.59,0.0,,,,ammps
VIMAX,SILDENAFIL,50 MG,COMPRIME A CROQUER,BOITE DE 1,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,25.2,15.8,15.02,0.0,,,,ammps
VIMAX,SILDENAFIL,50 MG,COMPRIME A CROQUER,BOITE DE 2,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,44.4,27.7,26.43,0.0,,,,ammps
VIMAX,SILDENAFIL,50 MG,COMPRIME A CROQUER,BOITE DE 4,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,75.7,47.3,45.06,0.0,,,,ammps
VIMAX,SILDENAFIL,50 MG,COMPRIME PELLICULE SECABLE,BOITE DE 1,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,9.3,5.8,5.56,0.0,,,,ammps
VIMAX,SILDENAFIL,50 MG,COMPRIME PELLICULE SECABLE,BOITE DE 2,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,16.4,10.2,9.74,0.0,,,,ammps
VIMAX,SILDENAFIL,50 MG,COMPRIME PELLICULE SECABLE,BOITE DE 4,SUN PHARMACEUTICALS NORTH AFRICA,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,25.2,15.8,15.02,0.0,,,,ammps
VIMPAT,LACOSAMIDE,10 MG / ML,SIROP,FLACON DE 200 ML,SOTHEMA,NEUROLOGIE,PP,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
VIMPAT,LACOSAMIDE,10 MG / ML,SOLUTION POUR PERFUSION,BOITE DE 1 FLACON DE 20 ML,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,503.0,334.0,318.69,0.0,,,,ammps
VIMPAT,LACOSAMIDE,10 MG / ML,SOLUTION POUR PERFUSION,BOITE DE 5 FLACONS DE 20 ML,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,1600.0,1338.0,1274.76,0.0,,,,ammps
VIMPAT,LACOSAMIDE,100 MG,COMPRIME PELLICULE,BOITE DE 56,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,1150.0,875.0,834.08,0.0,,,,ammps
VIMPAT,LACOSAMIDE,100 MG,COMPRIME PELLICULE,BOITE DE 14,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,332.0,221.0,210.56,0.0,,,,ammps
VIMPAT,LACOSAMIDE,150 MG,COMPRIME PELLICULE,BOITE DE 14,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,504.0,335.0,319.33,0.0,,,,ammps
VIMPAT,LACOSAMIDE,150 MG,COMPRIME PELLICULE,BOITE DE 56,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,1582.0,1320.0,1257.25,0.0,,,,ammps
VIMPAT,LACOSAMIDE,200 MG,COMPRIME PELLICULE,BOITE DE 14,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,672.0,447.0,425.81,0.0,,,,ammps
VIMPAT,LACOSAMIDE,200 MG,COMPRIME PELLICULE,BOITE DE 56,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,1997.0,1747.0,1664.09,0.0,,,,ammps
VIMPAT,LACOSAMIDE,50 MG,COMPRIME PELLICULE,BOITE DE 14,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,178.9,111.8,106.48,0.0,,,,ammps
VIMPAT,LACOSAMIDE,50 MG,COMPRIME PELLICULE,BOITE DE 56,SOTHEMA,NEUROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,571.0,380.0,361.99,0.0,,,,ammps
VINCRISTINE,VINCRISTINE,1 MG,SOLUTION INJECTABLE,1 BOITE 1 FLACON,,,GENERIQUE,,,,,,,6118010000843,43.0,70.0,cnops
VINCRISTINE COOPER,VINCRISTINE,1 MG,SOLUTION INJECTABLE,1 BOITE 5 FLACON,,,GENERIQUE,,,,,,,6118010000850,306.0,70.0,cnops
VINCRISTINE COOPER,VINCRISTINE,1 MG,SOLUTION INJECTABLE,1 BOITE 5 FLACON,,,GENERIQUE,,,,,,,6118001101498,306.0,70.0,cnops
VINCRISTINE COOPER,VINCRISTINE,1 MG,SOLUTION INJECTABLE,1 BOITE 5 FLACON,,,GENERIQUE,,,,,,,6118010000836,65.0,70.0,cnops
VINCRISTINE COOPER,VINCRISTINE,1 MG,SOLUTION INJECTABLE,1 BOITE 5 FLACON,,,GENERIQUE,,,,,,,6118001101481,65.0,70.0,cnops
VINCRISTINE COOPER,VINCRISTINE (SULFATE),1 MG / 1 ML,SOLUTION INJECTABLE (IV),BOITE DE 1,COOPER PHARMA,,GN,Retiré du Marché,AMM RETIREE,65.0,40.6,38.69,0.0,,,,ammps
VINCRISTINE COOPER,VINCRISTINE (SULFATE),1 MG / 1 ML,SOLUTION INJECTABLE (IV),BOITE DE 5,COOPER PHARMA,CANCEROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,306.0,204.0,194.29,0.0,,,,ammps
VINORELBINE COOPER,VINORELBINE (DITARTRATE),10 MG / ML,SOLUTION INJECTABLE POUR PERFUSION IV,BOITE DE 1 FLACON 2 ML,COOPER PHARMA,CANCEROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,219.0,137.4,130.83,0.0,,,,ammps
VINORELBINE COOPER,VINORELBINE (DITARTRATE),50 MG / ML,SOLUTION INJECTABLE POUR PERFUSION IV,BOITE DE 1 FLACON 5 ML,COOPER PHARMA,CANCEROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,843.0,560.0,533.61,0.0,,,,ammps
VIOLO,OLOPATADINE (CHLORHYDRATE),1 MG / ML,COLLYRE EN SOLUTION,BOITE DE 1 FLACON DE 5 ML,SUN PHARMACEUTICALS NORTH AFRICA,OPHTALMOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,59.3,37.1,35.32,0.0,,,,ammps
VIPDOMET,ALOGLIPTINE // METFORMINE (CHLORHYDRATE),12.5 MG / 1000 MG,COMPRIMES PELLICULES,BOITE DE 56 COMPRIMES,PROMOPHARM,ENDOCRINOLOGIE-METABOLISME,PP,Commercialisé,AMM ENREGISTREE,360.0,239.0,228.16,0.0,,,,ammps
VIPDOMET,ALOGLIPTINE // METFORMINE (CHLORHYDRATE),12.5 MG / 500 MG,COMPRIMES PELLICULES,BOITE DE 56 COMPRIMES,PROMOPHARM,ENDOCRINOLOGIE-METABOLISME,PP,Commercialisé,AMM ENREGISTREE,360.0,239.0,228.15,0.0,,,,ammps
VIPIDIA,ALOGLIPTINE,12.5 MG,COMPRIMES PELLICULES,BOITE DE 28 COMPRIMES,PROMOPHARM,ENDOCRINOLOGIE-METABOLISME,PP,Commercialisé,AMM ENREGISTREE,163.6,102.2,97.4,0.0,,,,ammps
VIPIDIA,ALOGLIPTINE,25 MG,COMPRIMES PELLICULES,BOITE DE 28 COMPRIMES,PROMOPHARM,ENDOCRINOLOGIE-METABOLISME,PP,Commercialisé,AMM ENREGISTREE,319.0,212.0,202.4,0.0,,,,ammps
VIRABINE,RIBAVIRINE,200 MG,GELULE,BOITE DE 80,ZENITH PHARMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,906.0,602.0,573.42,0.0,,,,ammps
VIRABINE,RIBAVIRINE,200 MG,GELULE,BOITE DE 160,ZENITH PHARMA,INFECTIOLOGIE-PARASITOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,1469.0,1204.0,1146.84,0.0,,,,ammps
VIRACEPT,NELFINAVIR,250 MG,COMPRIME PELLICULE,1 BOITE 270 COMPRIME,,,PRINCEPS,,,,,,,6118001050598,1492.6,70.0,cnops
VIRACEPT,NELFINAVIR,50 MG,POUDRE ORALE,1 FLACON 144 G,,,PRINCEPS,,,,,,,6118001050581,336.0,70.0,cnops
VIRAFERON,INTERFERON ALFA-2B,"3 MUI / 0,5 ML",SOLUTION INJECTABLE,BOITE DE 1 NECESSAIRE,MSD,CANCEROLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,391.0,260.0,247.91,0.0,,,,ammps
VIRAFERON PEG,PEGINTERFERON ALFA-2B,100 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,STYLO PRE-REMPLIBOITE DE 1 NECESSAIRE,MSD,,PP,Retiré du Marché,AMM RETIREE,2028.0,1779.0,1694.42,0.0,,,,ammps
VIRAFERON PEG,INTERFERON ALFA-2B PEGYLE,100 ΜG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,,,PRINCEPS,,,,,,,6118001150380,1990.8,70.0,cnops
VIRAFERON PEG,PEGINTERFERON ALFA-2B,120 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,STYLO PRE-REMPLI BOITE DE 1 NECESSAIRE,MSD,,PP,Retiré du Marché,AMM RETIREE,2497.0,2159.0,2056.66,0.0,,,,ammps
VIRAFERON PEG,INTERFERON ALFA-2B PEGYLE,120 ΜG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,,,PRINCEPS,,,,,,,6118001150397,2389.0,70.0,cnops
VIRAFERON PEG,PEGINTERFERON ALFA-2B,150 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,STYLO PRE-REMPLI BOITE DE 1 NECESSAIRE,MSD,,PP,Retiré du Marché,AMM RETIREE,3067.0,2746.0,2615.26,0.0,,,,ammps
VIRAFERON PEG,INTERFERON ALFA-2B PEGYLE,150 ΜG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,,,PRINCEPS,,,,,,,6118001150427,2986.2,70.0,cnops
VIRAFERON PEG,PEGINTERFERON ALFA-2B,50 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,STYLO PRE-REMPLIBOITE DE 1 NECESSAIRE,MSD,,PP,Retiré du Marché,AMM RETIREE,1177.0,902.0,859.96,0.0,,,,ammps
VIRAFERON PEG,INTERFERON ALFA-2B PEGYLE,50 ΜG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,,,PRINCEPS,,,,,,,6118001150335,995.5,70.0,cnops
VIRAFERON PEG,PEGINTERFERON ALFA-2B,80 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,STYLO PRE-REMPLI BOITE DE 1 NECESSAIRE,MSD,,PP,Retiré du Marché,AMM RETIREE,1692.0,1433.0,1365.45,0.0,,,,ammps
VIRAFERON PEG,INTERFERON ALFA-2B PEGYLE,80 ΜG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,,,PRINCEPS,,,,,,,6118001150359,1592.7,70.0,cnops
VIRAFERONPEG 100 ΜG,INTERFERON ALFA-2B PEGYLE,100 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,,,PRINCEPS,,,,,,,6118001151219,2028.0,70.0,cnops
VIRAFERONPEG 120 ΜG,INTERFERON ALFA-2B PEGYLE,120 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,,,PRINCEPS,,,,,,,6118001151226,2497.0,70.0,cnops
VIRAFERONPEG 150 ΜG,INTERFERON ALFA-2B PEGYLE,150 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,,,PRINCEPS,,,,,,,6118001151257,3067.0,70.0,cnops
VIRAFERONPEG 50 ΜG,INTERFERON ALFA-2B PEGYLE,50 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,,,PRINCEPS,,,,,,,6118001151165,1177.0,70.0,cnops
VIRAFERONPEG 80 ΜG,INTERFERON ALFA-2B PEGYLE,80 ΜG,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,1 BOITE 1 STYLO PRE-REMPLI,,,PRINCEPS,,,,,,,6118001151189,1692.0,70.0,cnops
VIRECTIL,SILDENAFIL,100 MG,COMPRIME PELLICULE,BOITE DE 1,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,43.4,27.1,25.84,0.0,,,,ammps
VIRECTIL,SILDENAFIL,100 MG,COMPRIME PELLICULE,BOITE DE 4,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Commercialisé AO / Export,AMM ENREGISTREE,144.0,90.0,85.71,0.0,,,,ammps
VIRECTIL,SILDENAFIL,50 MG,COMPRIME PELLICULE,BOITE DE 1,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,25.2,15.8,15.05,0.0,,,,ammps
VIRECTIL,SILDENAFIL,50 MG,COMPRIME PELLICULE,BOITE DE 4,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,85.8,53.6,51.06,0.0,,,,ammps
VIRECTIL 100 MG,SILDENAFIL,100 MG,COMPRIME PELLICULE,1 BOITE 1 COMPRIME PELLICULE,,,GENERIQUE,,,,,,,6118000092100,68.0,0.0,cnops
VIRECTIL 100 MG,SILDENAFIL,100 MG,COMPRIME PELLICULE,1 BOITE 1 COMPRIME PELLICULE,,,GENERIQUE,,,,,,,6118000092117,247.0,0.0,cnops
VIRECTIL 50 MG,SILDENAFIL,50 MG,COMPRIME PELLICULE,1 BOITE 1 COMPRIME PELLICULE,,,GENERIQUE,,,,,,,6118000092087,49.0,0.0,cnops
VIRECTIL 50 MG,SILDENAFIL,50 MG,COMPRIME PELLICULE,1 BOITE 1 COMPRIME PELLICULE,,,GENERIQUE,,,,,,,6118000092094,179.0,0.0,cnops
VIRGAN,GANCICLOVIR,0.0015,GEL OPHTALMIQUE,TUBE DE 5 G,COOPER PHARMA,OPHTALMOLOGIE,PP,Commercialisé,AMM ENREGISTREE,130.8,81.8,77.88,0.0,,,,ammps
VIRGAN,GANCICLOVIR,0.15 %,GEL OPHTALMIQUE,1 TUBE 5 G,,,PRINCEPS,,,,,,,6118001101092,140.0,70.0,cnops
VIRLIX,CETIRIZINE,10 MG,COMPRIME PELLICULE SECABLE,1 BOITE 15 COMPRIME,,,PRINCEPS,,,,,,,6118000061571,52.0,70.0,cnops
VIRLIX,CETIRIZINE (DICHLORHYDRATE),10 MG,COMPRIME SECABLE,BOITE DE 15,SANOFI AVENTIS,,PP,Retiré du Marché,AMM RETIREE,48.6,30.4,28.95,0.0,,,,ammps
VIRLIX,CETIRIZINE,10 MG,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 15 ML,,,PRINCEPS,,,,,,,6118000061564,73.4,70.0,cnops
VIRLIX,CETIRIZINE (DICHLORHYDRATE),10 MG / ML,SOLUTION BUVABLE EN GOUTTES,FLACON DE 15 ML,SANOFI AVENTIS,,PP,Retiré du Marché,AMM RETIREE,68.6,42.9,40.84,0.0,,,,ammps
VIRPES,ACICLOVIR,0.05,CREME,TUBE DE 10 G,AFRIC PHAR,DERMATOLOGIE-VENEROLOGIE,GN,Commercialisé,AMM ENREGISTREE,37.4,23.4,22.25,0.0,,,,ammps
VIRPES,ACICLOVIR,200 MG,COMPRIME,BOITE DE 25,AFRIC PHAR,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,91.1,56.9,54.24,0.0,,,,ammps
VIRPES,ACICLOVIR,400 MG,COMPRIME,BOITE DE 25,AFRIC PHAR,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,242.0,151.9,144.63,0.0,,,,ammps
VIRPES,ACICLOVIR,80 MG / ML,SUSPENSION BUVABLE,BOITE DE 1 FLACON DE 100 ML,AFRIC PHAR,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,186.9,116.8,111.26,0.0,,,,ammps
VIRPES,ACICLOVIR,800 MG,COMPRIME,BOITE DE 12,AFRIC PHAR,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,247.0,154.8,147.42,0.0,,,,ammps
VIRPES,ACICLOVIR,800 MG,COMPRIME,BOITE DE 25,AFRIC PHAR,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé,AMM ENREGISTREE,385.0,255.0,243.79,0.0,,,,ammps
VIRTAL,TADALAFIL,10 MG,COMPRIME PELLICULE,BOITE DE 12,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,331.0,220.0,209.54,0.0,,,,ammps
VIRTAL,TADALAFIL,10 MG,COMPRIME PELLICULE,BOITE DE 2,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,65.8,41.1,39.16,0.0,,,,ammps
VIRTAL,TADALAFIL,10 MG,COMPRIME PELLICULE,BOITE DE 4,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,127.1,79.4,75.65,0.0,,,,ammps
VIRTAL,TADALAFIL,10 MG,COMPRIME PELLICULE,BOITE DE 8,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,240.0,150.1,142.94,0.0,,,,ammps
VIRTAL,TADALAFIL,"2,5 MG",COMPRIME PELLICULE,BOITE DE 14,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,182.7,114.2,108.73,0.0,,,,ammps
VIRTAL,TADALAFIL,"2,5 MG",COMPRIME PELLICULE,BOITE DE 28,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,302.0,200.0,191.36,0.0,,,,ammps
VIRTAL,TADALAFIL,20 MG,COMPRIME PELLICULE,BOITE DE 12,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,561.0,372.0,355.15,0.0,,,,ammps
VIRTAL,TADALAFIL,20 MG,COMPRIME PELLICULE,BOITE DE 2,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,106.9,66.8,63.64,0.0,,,,ammps
VIRTAL,TADALAFIL,20 MG,COMPRIME PELLICULE,BOITE DE 4,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,206.0,129.1,122.94,0.0,,,,ammps
VIRTAL,TADALAFIL,20 MG,COMPRIME PELLICULE,BOITE DE 8,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,382.0,254.0,242.27,0.0,,,,ammps
VIRTAL,TADALAFIL,5 MG,COMPRIME PELLICULE,BOITE DE 14,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,290.0,193.1,183.96,0.0,,,,ammps
VIRTAL,TADALAFIL,5 MG,COMPRIME PELLICULE,BOITE DE 28,PHARMA 5,UROLOGIE-NEPHROLOGIE,GN,Commercialisé,AMM ENREGISTREE,511.0,340.0,323.96,0.0,,,,ammps
VISANNE,DIENOGEST,2 MG,COMPRIME,BOITE DE 28,BAYER,,PP,Retiré du Marché,AMM RETIREE,569.0,378.0,360.34,0.0,,,,ammps
VISANNE 2 MG,DIENOGEST,2 MG,COMPRIME,1 BOITE 28 COMPRIME,,,PRINCEPS,,,,,,,6118001090761,612.0,0.0,cnops
VISCERALGINE,TIEMONIUM,10 MG,SIROP,1 FLACON 150 ML,,,PRINCEPS,,,,,,,6118010008054,16.6,70.0,cnops
VISCERALGINE,TIEMONIUM,10 MG,SIROP,1 FLACON 150 ML,,,PRINCEPS,,,,,,,6118000081760,16.6,70.0,cnops
VISCERALGINE,TIEMONIUM (METHYLSULFATE ),10 MG / 5 ML,SIROP,FLACON DE 150 ML,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé AO / Export,AMM ENREGISTREE,15.5,9.7,9.23,0.0,,,,ammps
VISCERALGINE,TIEMONIUM (METHYLSULFATE ),20 MG,SUPPOSITOIRE,BOITE DE 20,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé AO / Export,AMM ENREGISTREE,16.2,10.1,9.62,0.0,6118000080848,17.3,70.0,ammps+cnops
VISCERALGINE,TIEMONIUM (METHYLSULFATE ),20 MG,SUPPOSITOIRE,BOITE DE 20,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé AO / Export,AMM ENREGISTREE,16.2,10.1,9.62,0.0,6118000081746,17.3,70.0,ammps+cnops
VISCERALGINE,TIEMONIUM,5 MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE,,,PRINCEPS,,,,,,,6118000081357,17.0,70.0,cnops
VISCERALGINE,TIEMONIUM (METHYLSULFATE ),5 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 10 AMPOULES,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,15.9,9.9,9.46,0.0,,,,ammps
VISCERALGINE,TIEMONIUM (METHYLSULFATE ),50 MG,COMPRIME PELLICULE,BOITE DE 30,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,PP,Commercialisé Export,AMM ENREGISTREE,26.8,16.8,15.97,0.0,6118000080817,28.7,70.0,ammps+cnops
VISIPAQUE,IODIXANOL,270 MG IODE / ML,SOLUTION INJECTABLE,BOITE D'UN FLACON DE 100 ML,CYCLOPHARMA,DIAGNOSTIC-IMAGERIE,GN,Commercialisé,AMM ENREGISTREE,309.0,205.0,195.85,0.0,,,,ammps
VISIPAQUE,IODIXANOL,270 MG IODE / ML,SOLUTION INJECTABLE,BOITE D'UN FLACON DE 50 ML,CYCLOPHARMA,DIAGNOSTIC-IMAGERIE,GN,Commercialisé,AMM ENREGISTREE,264.0,165.2,157.39,0.0,,,,ammps
VISIPAQUE,IODIXANOL,320 MG IODE / ML,SOLUTION INJECTABLE,BOITE D'UN FLACON DE 100 ML,CYCLOPHARMA,DIAGNOSTIC-IMAGERIE,GN,Commercialisé,AMM ENREGISTREE,472.0,313.0,298.8,0.0,,,,ammps
VISIPAQUE,IODIXANOL,320 MG IODE / ML,SOLUTION INJECTABLE,BOITE D'UN FLACON DE 50 ML,CYCLOPHARMA,DIAGNOSTIC-IMAGERIE,GN,Commercialisé,AMM ENREGISTREE,291.0,193.4,184.2,0.0,,,,ammps
VISKEN,PINDOLOL,5 MG,COMPRIME,1 BOITE 50 COMPRIME,,,PRINCEPS,,,,,,,6118001120871,56.1,70.0,cnops
VISKEN QUINZE,PINDOLOL,15 MG,COMPRIME SECABLE,1 BOITE 28 COMPRIME,,,PRINCEPS,,,,,,,6118001120864,119.7,70.0,cnops
VISOF,OFLOXACINE,3 MG / ML,COLLYRE EN SOLUTION,FLACON DE 5 ML,SUN PHARMACEUTICALS NORTH AFRICA,OPHTALMOLOGIE,GN,Commercialisé,AMM ENREGISTREE,32.0,20.0,19.03,0.0,,,,ammps
VISSEN,ROSUVASTATINE,10 MG,COMPRIME PELLICULE,BOITES DE 30 COMPRIMES PELLICULES,NOVOPHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,154.1,96.3,91.71,0.0,,,,ammps
